age,gender,education,marital_status,num_dependents,annual_income,credit_score,existing_debt,num_credit_cards,months_employed,loan_amount,loan_term_months,loan_purpose,interest_rate,property_ownership,loan_default
29,Female,Bachelor,Divorced,3,56400.0,740.0,43000,6.0,34.0,21800,36,Personal,6.66,Rent,1
33,Female,Bachelor,Single,0,68600.0,,49500,6.0,45.0,19900,48,Personal,10.18,Mortgage,1
43,Female,Bachelor,Single,0,69200.0,577.0,44200,2.0,32.0,39900,48,Education,10.07,Own,1
43,Male,Bachelor,Single,3,71300.0,,20900,6.0,,8000,48,Car,12.65,Mortgage,0
65,Female,High School,Single,1,30500.0,636.0,8200,6.0,6.0,15400,60,Home,11.63,Own,1
38,Male,High School,Single,1,35600.0,628.0,24500,7.0,27.0,15800,24,Home,4.27,Own,1
56,Male,High School,Married,4,35300.0,624.0,8000,3.0,16.0,33300,48,Home,3.0,Rent,1
53,Female,Bachelor,Married,2,46900.0,,24600,3.0,4.0,5800,36,Personal,7.88,Own,0
50,Female,High School,Single,2,,699.0,14700,5.0,10.0,39800,48,Home,10.75,Mortgage,0
47,Female,Master,Married,4,35900.0,580.0,15400,5.0,44.0,24700,36,Home,10.4,Mortgage,0
54,Male,Bachelor,Single,2,42700.0,559.0,17900,0.0,11.0,37500,60,Education,8.7,Mortgage,0
40,Male,Bachelor,Divorced,0,26500.0,551.0,19300,1.0,10.0,39900,60,Education,10.34,Own,1
27,Female,Bachelor,Divorced,0,31900.0,580.0,5100,6.0,39.0,15600,36,Personal,10.97,Own,1
22,Male,Bachelor,Divorced,3,52700.0,718.0,34200,2.0,113.0,25200,36,Home,8.7,Mortgage,1
53,Female,PhD,Divorced,3,62100.0,661.0,42500,6.0,75.0,22300,48,Personal,10.37,Own,0
51,Female,High School,Single,4,24900.0,724.0,18900,4.0,113.0,24200,24,Home,10.63,Mortgage,0
69,Male,Bachelor,Single,4,48100.0,514.0,20000,0.0,42.0,18200,12,Personal,8.4,Own,0
48,Male,Master,Married,4,49400.0,672.0,22200,4.0,25.0,38400,36,Education,12.94,Rent,1
27,Male,High School,Divorced,0,47900.0,671.0,37000,4.0,63.0,22800,36,Medical,4.9,Mortgage,0
36,Male,High School,Single,2,29100.0,746.0,12200,3.0,15.0,21000,24,Car,13.45,Mortgage,0
49,Female,Bachelor,Single,4,42500.0,617.0,19200,0.0,4.0,38500,36,Medical,11.64,Own,1
18,Male,High School,Married,4,39600.0,612.0,13200,0.0,20.0,35000,24,Personal,14.98,Own,1
22,Female,Bachelor,Single,0,64000.0,771.0,7800,5.0,17.0,28500,24,Home,3.94,Mortgage,0
62,Male,High School,Married,0,33800.0,636.0,13600,7.0,54.0,20300,24,Home,7.45,Own,0
21,Female,Master,Married,0,75200.0,664.0,42000,2.0,38.0,42600,36,Personal,9.95,Own,1
33,Male,Master,Single,2,55500.0,688.0,32400,1.0,7.0,12300,24,Education,9.27,Own,0
41,Male,Bachelor,Single,4,23400.0,517.0,2400,4.0,115.0,37900,36,Personal,7.2,Rent,1
33,Male,Bachelor,Married,1,42800.0,,28300,6.0,43.0,32500,24,Personal,9.42,Mortgage,1
19,Female,Master,Married,1,71400.0,550.0,31800,2.0,29.0,9800,60,Car,12.24,Mortgage,1
66,Female,High School,Divorced,4,36200.0,643.0,16800,6.0,133.0,25900,36,Home,8.92,Own,1
45,Female,Master,Single,4,,626.0,31800,5.0,5.0,9200,24,Personal,4.41,Own,1
49,Male,Master,Single,4,40800.0,609.0,12200,7.0,,20800,24,Education,14.66,Rent,1
44,Male,Master,Married,4,44900.0,700.0,28400,7.0,22.0,28400,48,Home,5.62,Own,1
37,Male,Bachelor,Married,2,79500.0,,39900,,57.0,12800,12,Medical,4.85,Rent,0
41,Male,High School,Single,1,61100.0,565.0,36100,4.0,128.0,1000,60,Home,6.32,Rent,1
29,Male,Bachelor,Married,3,22200.0,562.0,8700,3.0,35.0,23500,36,Personal,6.66,Own,1
67,Female,Master,Single,1,53000.0,717.0,15700,3.0,1.0,27600,36,Home,9.33,Rent,1
52,Female,High School,Single,1,35000.0,647.0,16900,4.0,1.0,20500,60,Home,16.33,Mortgage,1
50,Female,Master,Single,0,106000.0,,38400,5.0,19.0,24800,36,Home,5.81,Mortgage,0
50,Female,High School,Married,4,26500.0,617.0,6800,5.0,,22800,60,Home,11.78,Rent,1
68,Male,High School,Married,4,,637.0,29500,0.0,16.0,12800,60,Education,14.35,Rent,0
60,Male,High School,Married,4,18000.0,551.0,7800,1.0,20.0,48400,60,Medical,7.23,Rent,1
54,Female,High School,Married,0,28400.0,,19700,6.0,74.0,28800,48,Personal,8.2,Mortgage,1
29,Female,Bachelor,Divorced,2,79400.0,723.0,34300,3.0,6.0,19900,24,Medical,9.42,Mortgage,0
20,Male,High School,Single,2,15000.0,849.0,7300,1.0,90.0,15100,36,Car,7.13,Mortgage,0
18,Male,PhD,Single,3,68700.0,674.0,54700,2.0,15.0,20200,36,Education,3.05,Rent,0
50,Male,Bachelor,Single,2,55100.0,542.0,42200,6.0,3.0,20600,60,Personal,12.56,Own,1
57,Male,High School,Single,2,40200.0,633.0,11700,6.0,6.0,25500,36,Car,8.97,Mortgage,0
27,Female,Bachelor,Married,4,47200.0,660.0,33400,6.0,146.0,38800,24,Car,6.81,Mortgage,0
60,Female,Master,Married,1,62100.0,713.0,23200,2.0,29.0,15300,48,Education,8.37,Mortgage,1
61,Male,Master,Married,2,34000.0,715.0,5100,4.0,14.0,27100,36,Car,7.55,Rent,1
46,Female,High School,Single,2,28900.0,759.0,14500,7.0,35.0,34600,36,Car,10.28,Rent,1
30,Female,Master,Single,0,80100.0,650.0,62800,7.0,55.0,16900,60,Personal,5.8,Own,0
29,Male,Master,Married,3,60200.0,651.0,47100,4.0,18.0,16800,36,Personal,7.37,Mortgage,0
48,Male,High School,Single,0,22700.0,499.0,4300,4.0,62.0,6900,36,Education,8.93,Mortgage,0
63,Male,High School,Married,4,49200.0,569.0,31500,6.0,14.0,45200,36,Personal,3.0,Own,1
19,Male,Bachelor,Divorced,1,15000.0,541.0,9900,5.0,6.0,31100,36,Home,7.76,Mortgage,1
68,Female,High School,Married,3,,,5400,3.0,38.0,18200,24,Education,6.44,Own,1
67,Male,Master,Married,0,57200.0,558.0,32100,1.0,8.0,17600,36,Medical,10.33,Rent,0
52,Female,Bachelor,Married,2,44300.0,563.0,19600,7.0,135.0,12600,12,Education,9.24,Rent,0
40,Male,Master,Single,2,81200.0,737.0,21100,2.0,0.0,26900,36,Home,12.31,Rent,0
34,Male,Bachelor,Married,3,48300.0,496.0,30600,1.0,68.0,20900,36,Personal,3.0,Rent,1
43,Male,High School,Single,2,32000.0,634.0,9100,7.0,16.0,14000,36,Personal,6.65,Rent,0
25,Male,High School,Single,0,36300.0,719.0,12300,3.0,90.0,15700,36,Medical,9.09,Mortgage,1
46,Male,Bachelor,Married,0,53200.0,626.0,12400,6.0,3.0,33700,36,Home,12.38,Rent,1
43,Female,Master,Divorced,2,64100.0,756.0,38700,1.0,147.0,20400,24,Home,5.18,Mortgage,0
27,Female,Master,Single,2,102400.0,602.0,43100,6.0,5.0,10300,24,Car,6.09,Rent,0
43,Female,Bachelor,Married,4,56100.0,790.0,23000,1.0,74.0,25800,48,Home,12.44,Mortgage,0
51,Male,High School,Divorced,1,22700.0,525.0,11900,5.0,35.0,16800,48,Personal,15.41,Mortgage,1
68,Male,High School,Married,3,,756.0,4600,7.0,27.0,32800,36,Personal,13.62,Own,1
58,Male,Bachelor,Married,0,,578.0,25300,4.0,16.0,43100,48,Education,13.65,Rent,1
24,Female,High School,Single,3,42000.0,766.0,17900,5.0,88.0,1800,36,Personal,9.79,Own,1
21,Male,Bachelor,Divorced,4,62900.0,613.0,22400,5.0,11.0,16500,60,Home,8.9,Rent,1
67,Male,Bachelor,Single,0,53500.0,738.0,10100,6.0,61.0,26700,36,Personal,14.21,Own,0
62,Female,PhD,Married,4,105200.0,752.0,22900,1.0,28.0,24100,60,Home,7.52,Rent,0
28,Male,Bachelor,Single,4,,604.0,37500,1.0,312.0,40000,36,Home,5.47,Mortgage,1
46,Male,High School,Married,2,31200.0,732.0,13100,5.0,45.0,24800,36,Home,9.35,Rent,0
53,Male,Bachelor,Single,3,61900.0,648.0,37500,1.0,5.0,27500,48,Personal,7.42,Rent,1
42,Female,Bachelor,Married,3,68400.0,533.0,10700,5.0,26.0,30200,36,Car,6.19,Own,0
38,Female,Bachelor,Single,2,46900.0,,25800,0.0,3.0,16800,48,Home,11.05,Own,0
53,Male,PhD,Single,3,74200.0,,55300,7.0,16.0,31200,36,Education,7.75,Mortgage,0
27,Male,Master,Married,2,82600.0,598.0,25600,5.0,20.0,29900,36,Home,9.05,Own,0
54,Female,High School,Divorced,0,22600.0,579.0,11400,2.0,92.0,26200,48,Home,10.12,Mortgage,1
26,Female,High School,Divorced,4,39500.0,680.0,29900,2.0,87.0,2000,36,Personal,3.2,Rent,0
41,Male,Bachelor,Single,4,56100.0,571.0,33900,1.0,1.0,15900,24,Home,12.22,Rent,1
52,Female,Master,Married,3,32500.0,552.0,4700,5.0,36.0,27200,60,Personal,15.4,Own,1
66,Male,High School,Married,1,49700.0,567.0,18100,5.0,12.0,23900,60,Education,12.34,Rent,0
52,Female,Bachelor,Single,4,69600.0,593.0,11100,4.0,19.0,34000,36,Home,3.0,Mortgage,0
65,Female,Bachelor,Single,2,72200.0,690.0,50800,7.0,1.0,34100,48,Home,9.18,Mortgage,0
53,Male,High School,Married,1,53300.0,723.0,28500,6.0,66.0,29100,60,Medical,3.0,Own,0
35,Female,Bachelor,Divorced,1,30500.0,722.0,23500,4.0,144.0,34100,36,Car,12.08,Mortgage,0
66,Female,PhD,Married,4,84800.0,647.0,9700,4.0,12.0,31000,60,Education,12.09,Own,0
56,Female,High School,Married,4,55100.0,645.0,21800,5.0,20.0,18700,36,Personal,9.62,Rent,1
49,Male,Bachelor,Married,4,45800.0,635.0,7900,7.0,11.0,24900,48,Personal,3.0,Rent,1
41,Male,Bachelor,Single,2,53400.0,686.0,18400,5.0,128.0,11800,12,Medical,8.53,Mortgage,1
40,Male,Master,Married,1,,740.0,19600,2.0,0.0,42900,48,Personal,5.14,Own,0
49,Female,PhD,Married,3,74200.0,638.0,24500,3.0,42.0,9900,48,Home,8.92,Own,0
54,Male,Bachelor,Single,2,74400.0,693.0,50100,1.0,98.0,1000,36,Home,8.46,Rent,0
29,Female,Master,Divorced,0,97100.0,551.0,20600,2.0,10.0,50400,36,Personal,11.63,Mortgage,0
66,Female,Bachelor,Single,4,50500.0,718.0,21800,4.0,43.0,23900,60,Car,8.03,Rent,0
30,Male,Bachelor,Divorced,1,55500.0,667.0,41400,2.0,2.0,35700,60,Education,13.52,Rent,1
40,Female,Bachelor,Married,2,51300.0,567.0,41000,2.0,81.0,33800,24,Personal,9.69,Mortgage,1
42,Male,High School,Single,0,23400.0,736.0,6400,2.0,15.0,37500,48,Car,6.92,Mortgage,1
52,Female,Bachelor,Married,2,29900.0,551.0,22600,7.0,215.0,32100,24,Home,8.24,Mortgage,1
58,Male,Bachelor,Married,2,29600.0,468.0,8400,4.0,122.0,32200,48,Medical,12.36,Mortgage,0
47,Male,High School,Single,3,20600.0,,8000,3.0,63.0,1000,36,Personal,12.76,Mortgage,0
34,Male,Master,Married,3,59400.0,681.0,42400,0.0,33.0,13400,12,Home,3.0,Own,0
66,Male,High School,Married,2,34500.0,553.0,22400,1.0,70.0,1000,24,Education,4.91,Own,0
37,Female,High School,Married,0,33800.0,678.0,23700,1.0,7.0,15200,36,Education,6.62,Rent,0
65,Female,Bachelor,Single,1,37400.0,744.0,24700,6.0,18.0,18600,48,Car,12.72,Mortgage,0
42,Female,Master,Married,1,79800.0,671.0,21100,2.0,1.0,23600,24,Home,12.27,Mortgage,0
39,Male,High School,Single,4,30700.0,845.0,15100,3.0,50.0,13600,48,Home,11.51,Own,0
30,Male,Bachelor,Married,4,53200.0,582.0,19700,4.0,79.0,20800,60,Personal,11.91,Own,0
36,Male,PhD,Single,1,78600.0,471.0,33200,0.0,140.0,18800,48,Education,13.64,Mortgage,0
66,Female,Bachelor,Divorced,2,45100.0,537.0,9400,0.0,56.0,29100,36,Personal,10.18,Rent,0
53,Female,Bachelor,Married,2,39300.0,466.0,12600,2.0,63.0,34100,36,Home,11.77,Rent,1
29,Male,Master,Married,3,39100.0,821.0,27400,2.0,108.0,27600,12,Personal,9.8,Rent,0
58,Male,High School,Married,3,20300.0,650.0,14800,4.0,132.0,32600,24,Education,11.67,Own,1
36,Female,Bachelor,Single,4,23800.0,805.0,12500,6.0,32.0,27300,60,Home,7.05,Mortgage,1
29,Female,Bachelor,Single,1,40000.0,622.0,18000,4.0,6.0,39200,12,Home,5.9,Mortgage,1
26,Female,Bachelor,Divorced,2,60900.0,578.0,36500,7.0,30.0,47400,60,Medical,6.52,Mortgage,0
24,Female,Bachelor,Divorced,1,55200.0,512.0,29000,5.0,39.0,1000,24,Personal,7.67,Own,0
45,Male,High School,Single,0,33400.0,618.0,26300,4.0,48.0,38600,24,Personal,10.95,Mortgage,1
31,Male,Bachelor,Married,1,45600.0,718.0,10600,2.0,218.0,9500,24,Medical,13.45,Rent,0
48,Female,High School,Married,0,31400.0,632.0,13000,3.0,120.0,27200,48,Home,6.68,Rent,0
69,Female,Master,Married,3,71100.0,522.0,52800,2.0,24.0,28100,36,Home,16.09,Rent,1
36,Male,Bachelor,Single,3,68300.0,702.0,50600,6.0,6.0,32300,24,Home,7.83,Mortgage,0
64,Female,Bachelor,Single,4,51600.0,717.0,23100,2.0,12.0,24400,48,Home,8.56,Mortgage,0
33,Female,Master,Single,1,114200.0,608.0,22200,0.0,9.0,24900,60,Personal,9.36,Rent,1
22,Female,Bachelor,Married,1,44600.0,598.0,29900,7.0,21.0,29100,36,Personal,6.61,Mortgage,1
52,Female,High School,Married,0,,513.0,12500,4.0,100.0,20800,12,Home,7.0,Rent,1
29,Male,PhD,Married,3,90600.0,700.0,58100,1.0,28.0,2200,12,Personal,7.59,Mortgage,1
42,Female,High School,Divorced,0,40300.0,613.0,17100,4.0,40.0,25000,48,Home,4.98,Mortgage,0
69,Female,High School,Married,3,30300.0,436.0,7400,5.0,9.0,16000,36,Home,6.04,Mortgage,1
38,Female,Master,Divorced,0,84500.0,,9900,3.0,33.0,15000,60,Home,8.27,Mortgage,0
53,Female,Bachelor,Married,3,,695.0,16900,3.0,99.0,13800,36,Home,7.28,Own,0
40,Female,Bachelor,Single,0,53200.0,623.0,11300,4.0,71.0,1300,12,Home,6.55,Mortgage,0
33,Male,High School,Divorced,3,37600.0,559.0,8700,4.0,4.0,20200,36,Car,11.58,Own,0
56,Female,Bachelor,Married,0,56500.0,654.0,22900,2.0,95.0,25000,48,Car,3.25,Rent,0
62,Female,Bachelor,Single,1,51100.0,583.0,20900,1.0,,34200,36,Car,10.26,Own,1
59,Female,Master,Single,4,74000.0,599.0,21600,6.0,53.0,17900,60,Education,8.95,Own,1
56,Female,High School,Single,0,44400.0,,8500,2.0,8.0,43900,36,Car,9.35,Rent,1
31,Female,Master,Married,4,52400.0,785.0,39900,,54.0,32000,36,Personal,4.82,Mortgage,0
48,Male,Bachelor,Divorced,1,79600.0,784.0,15300,0.0,2.0,11500,24,Personal,6.83,Rent,0
22,Male,Master,Divorced,1,77400.0,492.0,26700,7.0,44.0,19100,24,Personal,9.68,Own,0
52,Male,Master,Divorced,3,112000.0,645.0,35100,0.0,50.0,49300,36,Education,6.88,Rent,1
40,Male,Bachelor,Single,4,50100.0,534.0,35400,7.0,13.0,34100,36,Medical,3.89,Mortgage,1
46,Female,Bachelor,Married,2,61200.0,565.0,23700,3.0,133.0,18700,12,Home,7.69,Own,0
60,Female,High School,Single,3,52900.0,501.0,9900,3.0,2.0,35700,24,Personal,7.93,Mortgage,1
28,Male,High School,Divorced,4,27600.0,581.0,3000,1.0,107.0,9900,36,Home,10.69,Own,0
35,Male,Master,Married,0,52500.0,555.0,31800,3.0,23.0,18400,48,Home,11.91,Rent,1
64,Female,Master,Married,0,,732.0,36700,5.0,60.0,1000,36,Home,8.91,Rent,0
29,Male,Bachelor,Married,1,31000.0,583.0,12200,7.0,51.0,32200,36,Education,9.81,Mortgage,0
26,Male,High School,Married,2,34700.0,494.0,6500,0.0,9.0,11000,24,Car,11.67,Rent,0
27,Male,Bachelor,Single,0,47400.0,650.0,17100,1.0,18.0,24000,48,Personal,7.94,Rent,0
61,Male,Bachelor,Divorced,4,37300.0,636.0,19100,0.0,36.0,6400,48,Home,10.12,Rent,1
34,Male,Bachelor,Divorced,4,91400.0,629.0,54200,4.0,90.0,27400,24,Personal,4.24,Rent,0
55,Male,Master,Single,0,30400.0,699.0,4700,4.0,149.0,24100,48,Car,6.81,Rent,0
24,Male,PhD,Married,4,90800.0,749.0,44400,1.0,1.0,7300,36,Personal,13.64,Rent,1
63,Female,High School,Divorced,4,804029.0,628.0,10400,2.0,21.0,19300,24,Medical,11.57,Mortgage,0
30,Male,Bachelor,Single,1,41200.0,671.0,21900,5.0,53.0,26600,36,Education,11.01,Mortgage,0
57,Female,Bachelor,Married,2,75700.0,630.0,41900,6.0,36.0,30300,36,Car,5.84,Own,0
59,Male,Bachelor,Single,1,54700.0,691.0,40300,5.0,138.0,44000,48,Medical,3.93,Rent,1
26,Male,High School,Married,2,53300.0,532.0,20600,7.0,1.0,39600,12,Car,5.62,Mortgage,1
67,Female,High School,Single,4,50100.0,699.0,23900,6.0,28.0,16700,48,Education,8.81,Mortgage,0
44,Male,Master,Married,2,95500.0,,27500,3.0,53.0,16500,24,Education,10.09,Mortgage,0
19,Male,Bachelor,Single,4,42300.0,573.0,12700,6.0,12.0,7800,24,Car,13.25,Mortgage,0
22,Female,Bachelor,Married,4,43400.0,827.0,5700,1.0,62.0,12900,36,Car,4.89,Rent,0
46,Female,Master,Divorced,1,75000.0,541.0,22500,5.0,4.0,35300,36,Home,6.8,Rent,0
54,Male,Master,Married,1,58300.0,676.0,8400,6.0,29.0,5900,60,Personal,13.4,Own,0
55,Male,High School,Married,3,28100.0,573.0,21800,3.0,54.0,23100,36,Personal,3.73,Own,1
36,Female,Bachelor,Married,0,57500.0,696.0,30900,0.0,15.0,21400,36,Home,9.16,Mortgage,1
25,Male,Bachelor,Single,3,53600.0,810.0,11900,6.0,,15900,60,Car,3.0,Mortgage,0
65,Female,Master,Single,3,91500.0,712.0,16600,2.0,151.0,9400,36,Car,7.46,Mortgage,0
62,Female,Master,Divorced,2,60200.0,641.0,21600,3.0,118.0,2300,24,Car,14.4,Rent,1
18,Female,Bachelor,Married,4,39000.0,724.0,12300,4.0,125.0,9500,36,Personal,10.15,Rent,0
39,Male,Bachelor,Single,4,42100.0,603.0,12400,6.0,184.0,24000,60,Personal,12.47,Mortgage,0
69,Female,Master,Married,4,37300.0,689.0,16000,4.0,10.0,32200,48,Personal,10.14,Rent,1
34,Female,High School,Single,0,21700.0,657.0,16000,0.0,8.0,44300,48,Personal,10.09,Mortgage,1
24,Male,High School,Single,2,29200.0,553.0,14500,,2.0,29000,48,Education,3.6,Own,1
42,Male,Bachelor,Divorced,2,40200.0,787.0,18700,3.0,107.0,32100,48,Medical,14.7,Own,1
62,Female,High School,Divorced,4,53900.0,750.0,35800,6.0,,44300,48,Personal,13.39,Mortgage,0
21,Male,High School,Married,3,31200.0,,3200,6.0,48.0,29100,24,Medical,6.26,Mortgage,0
53,Male,Master,Divorced,0,99600.0,732.0,23700,0.0,126.0,36800,24,Personal,13.09,Mortgage,0
23,Male,PhD,Married,3,82600.0,556.0,36900,6.0,41.0,20400,36,Personal,11.69,Mortgage,1
48,Female,Bachelor,Married,1,60400.0,687.0,35900,4.0,7.0,33700,60,Home,10.46,Own,1
36,Female,Bachelor,Single,2,44500.0,654.0,19600,6.0,9.0,27500,48,Personal,9.14,Rent,1
61,Female,Bachelor,Single,2,60500.0,784.0,13000,7.0,7.0,22100,36,Medical,8.2,Own,1
56,Male,Bachelor,Married,3,,677.0,13500,6.0,18.0,43600,12,Home,13.72,Rent,1
44,Male,High School,Divorced,0,35000.0,526.0,11600,4.0,23.0,10600,24,Personal,8.9,Rent,0
27,Female,PhD,Married,2,93900.0,732.0,61200,4.0,77.0,14700,48,Car,9.92,Rent,0
43,Male,High School,Single,3,16800.0,615.0,12200,2.0,10.0,39100,24,Personal,13.47,Mortgage,1
36,Male,Bachelor,Single,0,50700.0,611.0,17400,2.0,62.0,36700,48,Personal,11.99,Rent,0
56,Female,High School,Married,3,15900.0,652.0,11000,4.0,,25200,24,Car,4.79,Rent,1
20,Female,Master,Single,0,85100.0,,50900,5.0,360.0,29100,36,Personal,6.75,Own,0
62,Female,Master,Married,4,93800.0,,68800,1.0,72.0,31200,36,Personal,6.03,Own,0
30,Female,PhD,Single,0,75800.0,714.0,20900,2.0,167.0,29400,48,Medical,9.84,Rent,0
67,Female,Master,Single,1,78600.0,558.0,59100,3.0,20.0,27900,36,Car,7.05,Mortgage,0
45,Male,Bachelor,Married,4,63600.0,592.0,9300,2.0,6.0,14900,36,Home,7.35,Rent,1
37,Female,High School,Married,3,15000.0,545.0,9800,3.0,34.0,39900,36,Education,7.8,Mortgage,1
45,Female,Bachelor,Single,4,58600.0,727.0,23700,2.0,6.0,22600,60,Home,9.61,Rent,0
25,Male,Bachelor,Single,4,76400.0,645.0,17200,4.0,33.0,13100,36,Education,7.72,Rent,0
58,Female,Bachelor,Married,3,56900.0,572.0,8900,6.0,15.0,26600,24,Personal,11.41,Mortgage,0
56,Female,High School,Single,3,44100.0,776.0,16400,3.0,32.0,29100,48,Personal,5.23,Own,0
18,Female,High School,Married,1,,690.0,16600,7.0,143.0,29700,36,Home,4.06,Rent,0
20,Female,Bachelor,Divorced,3,63000.0,665.0,16400,6.0,16.0,36700,48,Home,6.54,Rent,0
30,Female,Bachelor,Single,2,76200.0,661.0,19100,6.0,241.0,20400,24,Personal,5.45,Own,0
45,Female,Master,Divorced,2,68400.0,,26000,1.0,13.0,24200,24,Education,8.67,Mortgage,0
66,Male,High School,Single,1,37100.0,695.0,14400,2.0,11.0,14900,60,Personal,7.3,Own,0
42,Female,Bachelor,Married,0,62300.0,616.0,25500,2.0,38.0,27800,60,Personal,4.6,Own,0
50,Male,High School,Married,0,53200.0,,37700,4.0,89.0,14700,36,Personal,4.55,Own,0
55,Male,High School,Divorced,2,15000.0,701.0,7900,3.0,66.0,17900,12,Home,9.05,Rent,0
23,Male,Bachelor,Single,3,54500.0,645.0,6200,5.0,62.0,36800,36,Home,11.2,Rent,0
61,Male,High School,Married,1,,639.0,22800,4.0,16.0,26600,24,Car,6.38,Rent,1
62,Male,High School,Divorced,0,40400.0,783.0,25600,6.0,1.0,42100,36,Home,8.24,Own,1
49,Female,Bachelor,Married,0,72400.0,543.0,10100,3.0,8.0,39100,36,Personal,6.57,Own,1
62,Female,Bachelor,Married,4,52100.0,604.0,20600,2.0,21.0,27600,48,Education,8.04,Own,0
64,Female,High School,Single,2,38500.0,741.0,16000,2.0,171.0,29200,12,Education,13.79,Own,1
38,Male,High School,Married,3,40900.0,769.0,31400,2.0,121.0,22100,36,Personal,16.0,Mortgage,0
33,Female,High School,Single,1,39400.0,639.0,17100,2.0,11.0,37500,48,Education,7.16,Rent,0
38,Female,High School,Single,0,36900.0,594.0,23100,7.0,62.0,29400,48,Education,6.97,Rent,1
28,Female,Bachelor,Married,4,48400.0,596.0,15100,0.0,42.0,35900,36,Personal,9.8,Own,0
54,Male,Bachelor,Single,2,44500.0,535.0,28700,2.0,2.0,17200,36,Car,8.86,Mortgage,1
53,Male,Bachelor,Divorced,2,32400.0,810.0,10600,2.0,22.0,8700,48,Home,10.54,Mortgage,0
52,Male,Bachelor,Divorced,1,39000.0,638.0,15600,5.0,32.0,31000,48,Education,8.13,Mortgage,0
36,Male,Bachelor,Married,0,45200.0,687.0,19700,5.0,53.0,33400,12,Education,7.95,Own,0
37,Male,Master,Married,1,80000.0,688.0,59900,3.0,17.0,25900,12,Education,9.82,Own,0
35,Female,Master,Married,1,40900.0,769.0,5600,6.0,130.0,31900,48,Car,9.23,Mortgage,0
64,Male,Master,Single,4,88100.0,616.0,21000,2.0,29.0,14800,36,Home,7.05,Own,0
58,Male,Bachelor,Married,2,56200.0,622.0,33400,2.0,14.0,36300,60,Car,8.87,Rent,1
66,Male,Bachelor,Single,3,68400.0,716.0,34500,7.0,18.0,39100,36,Home,8.88,Own,0
31,Male,Bachelor,Single,2,40600.0,506.0,11200,3.0,67.0,37200,24,Medical,3.0,Own,0
32,Male,High School,Married,2,44400.0,769.0,13400,6.0,49.0,26500,36,Medical,8.33,Own,0
48,Male,High School,Married,4,52600.0,789.0,18800,,65.0,39200,36,Medical,11.21,Rent,0
18,Male,Bachelor,Divorced,3,44700.0,670.0,18600,7.0,17.0,11300,36,Home,7.18,Mortgage,1
20,Female,Master,Single,0,81300.0,575.0,54700,2.0,19.0,31900,48,Home,6.27,Own,0
33,Female,Bachelor,Married,3,49100.0,718.0,5400,,24.0,33600,48,Personal,6.28,Own,1
40,Male,Master,Single,0,72900.0,635.0,53100,0.0,,31000,24,Medical,9.49,Mortgage,1
28,Male,Bachelor,Married,3,47000.0,661.0,18300,3.0,56.0,13700,48,Personal,5.54,Rent,0
29,Female,Bachelor,Married,1,70400.0,667.0,18400,4.0,19.0,27800,36,Car,9.21,Mortgage,0
27,Male,High School,Married,3,31700.0,597.0,14500,5.0,19.0,21900,36,Education,8.98,Mortgage,0
49,Male,High School,Single,4,68700.0,678.0,38600,6.0,15.0,1500,48,Personal,4.5,Own,0
33,Female,Master,Single,0,69900.0,533.0,9200,1.0,29.0,10900,36,Personal,11.34,Rent,0
25,Male,Bachelor,Single,2,49200.0,,29600,1.0,71.0,38900,36,Personal,12.25,Mortgage,1
55,Female,Bachelor,Married,4,51900.0,679.0,32800,5.0,87.0,20200,36,Personal,9.25,Rent,1
29,Female,Master,Divorced,0,25900.0,733.0,5600,0.0,78.0,37700,48,Personal,8.62,Own,0
41,Male,High School,Single,0,15000.0,609.0,3300,6.0,47.0,38700,24,Medical,7.0,Rent,1
45,Male,PhD,Married,2,80900.0,604.0,19600,6.0,16.0,31600,36,Home,7.11,Mortgage,0
25,Female,Bachelor,Divorced,1,59500.0,702.0,39100,7.0,64.0,17600,36,Medical,7.2,Mortgage,1
45,Male,Bachelor,Married,4,26500.0,648.0,7700,1.0,2.0,36300,12,Home,10.73,Rent,1
53,Male,Bachelor,Married,2,51500.0,605.0,33800,0.0,,27600,48,Home,10.22,Rent,1
43,Female,High School,Married,2,45200.0,674.0,21600,1.0,73.0,25500,36,Medical,3.0,Rent,0
25,Female,High School,Single,1,15000.0,651.0,9600,1.0,53.0,14100,12,Personal,4.06,Own,1
67,Male,Bachelor,Single,4,27400.0,550.0,13400,6.0,5.0,19000,36,Medical,6.01,Own,1
45,Female,Master,Single,2,75900.0,641.0,25400,7.0,285.0,14200,24,Car,7.11,Rent,0
45,Male,Master,Divorced,1,63300.0,665.0,46700,4.0,68.0,36500,48,Education,9.79,Mortgage,1
54,Female,High School,Divorced,4,40200.0,607.0,24100,6.0,64.0,43400,36,Personal,6.88,Own,0
58,Female,Bachelor,Married,3,49500.0,724.0,21700,1.0,3.0,36100,24,Personal,9.76,Mortgage,1
53,Female,High School,Single,0,25300.0,689.0,13800,6.0,24.0,27400,60,Education,13.29,Own,1
44,Male,High School,Married,1,31000.0,628.0,16500,5.0,4.0,21300,24,Education,6.75,Rent,0
34,Female,Bachelor,Single,0,49000.0,661.0,17200,0.0,21.0,30700,36,Personal,5.75,Mortgage,0
26,Male,Bachelor,Single,3,53000.0,620.0,21000,2.0,41.0,20000,48,Car,5.12,Own,0
50,Female,High School,Married,2,29900.0,632.0,9700,6.0,101.0,24600,36,Home,5.4,Own,1
