transaction_amount,transaction_hour,transaction_day,merchant_category,payment_method,customer_age,account_age_months,avg_monthly_spend,num_transactions_30d,num_countries_30d,failed_transactions_7d,velocity_1h,distance_from_home_km,is_foreign_transaction,is_fraud
9.45,2,Thu,Online,Debit,23,11,809.69,55,1,1.0,3,0.6,1,1
48.63,15,Sat,Restaurant,Debit,31,5,147.82,24,2,0.0,1,16.7,0,0
246.14,4,Mon,Gas,Credit,72,17,623.91,57,1,0.0,2,18.3,0,1
206.9,20,Mon,Gas,Credit,55,65,1265.61,39,2,2.0,3,3.1,0,0
30.6,9,Thu,Online,Prepaid,50,15,720.62,50,1,3.0,1,18.4,0,1
35.23,18,Sat,Restaurant,Debit,69,1,373.3,24,1,0.0,1,60.7,0,0
,3,Wed,Electronics,Credit,55,12,1260.73,40,1,0.0,1,76.6,1,0
99.4,18,Wed,Electronics,Debit,25,166,150.59,43,1,0.0,4,43.9,0,0
144.45,10,Thu,Travel,Credit,43,41,754.83,46,1,0.0,3,32.9,0,0
69.05,1,Tue,Restaurant,Credit,32,83,,50,3,1.0,1,4.7,0,1
93.13,9,Mon,Restaurant,Credit,31,54,850.42,13,3,2.0,1,3.4,0,0
206.43,10,Fri,Grocery,Credit,65,28,303.39,38,1,0.0,2,11.8,0,0
5.61,19,Thu,Online,Credit,37,6,428.32,45,1,0.0,3,,0,1
43.64,15,Thu,Grocery,Debit,72,15,520.81,58,1,1.0,2,38.0,0,1
187.42,18,Fri,Grocery,Credit,65,32,1113.79,1,1,0.0,1,,0,0
338.37,22,Fri,Restaurant,Debit,76,74,868.21,43,4,0.0,1,13.1,1,0
107.52,23,Tue,Electronics,Credit,36,11,644.98,39,1,,4,20.9,0,0
113.93,10,Wed,Gas,Credit,73,5,963.56,10,1,2.0,1,11.8,0,0
17.0,13,Mon,Restaurant,Debit,50,29,499.93,2,1,0.0,1,12.1,0,1
88.97,1,Mon,Restaurant,Debit,53,7,1095.35,16,1,1.0,3,5.1,0,0
114.09,22,Fri,Travel,Prepaid,41,34,980.22,37,1,0.0,7,86.3,0,1
41.65,4,Sat,Grocery,Prepaid,27,11,710.2,16,1,0.0,2,12.9,0,1
47.05,4,Sun,Grocery,Credit,69,9,735.09,23,1,0.0,2,15.2,1,0
71.05,18,Thu,ATM,Credit,67,18,663.27,26,1,0.0,1,4.9,1,1
3.04,20,Tue,Restaurant,Debit,51,32,1198.38,16,1,0.0,1,14.4,0,0
58.31,11,Mon,Restaurant,Prepaid,53,28,886.44,27,1,0.0,1,5.9,0,1
35.63,17,Sat,Grocery,Debit,64,10,713.41,47,1,1.0,2,,0,1
59.51,3,Thu,Restaurant,Debit,78,80,411.88,41,2,0.0,1,6.5,1,0
19.13,21,Thu,Travel,Debit,53,4,1035.8,30,1,0.0,4,0.1,0,1
331.81,16,Fri,Travel,Credit,33,1,1017.1,33,3,0.0,1,16.9,0,0
135.06,9,Fri,Online,Debit,32,33,589.74,32,1,0.0,1,9.8,0,0
170.49,19,Sat,Grocery,Debit,35,5,631.94,9,1,0.0,1,45.8,0,0
,5,Mon,Electronics,Debit,178,25,753.19,11,1,0.0,2,0.8,0,1
103.51,13,Fri,Online,Credit,64,109,338.55,37,1,1.0,1,0.9,0,0
13.64,10,Sat,Healthcare,Credit,39,43,829.48,6,4,0.0,4,43.4,0,1
115.54,10,Tue,Grocery,Credit,49,35,141.82,30,1,0.0,1,2.7,0,0
132.59,17,Fri,Restaurant,Credit,60,31,288.21,40,1,0.0,2,0.0,0,0
205.23,22,Tue,Grocery,Prepaid,36,7,596.16,15,3,0.0,2,3.9,0,1
84.76,21,Sun,Grocery,Credit,57,20,548.68,59,1,3.0,1,34.7,0,0
20.47,17,Mon,Restaurant,Credit,73,15,,48,1,0.0,2,32.5,0,1
50.06,23,Thu,Grocery,Credit,18,110,,30,1,0.0,2,8.3,0,0
67.67,22,Tue,Online,Debit,52,10,1350.65,18,1,1.0,4,22.1,0,1
,10,Fri,Travel,Credit,22,23,837.14,12,1,0.0,4,14.2,1,1
126.87,20,Tue,Grocery,Credit,67,100,882.45,55,1,0.0,1,47.0,0,0
66.03,11,Tue,Grocery,Credit,29,56,334.78,4,2,2.0,1,1.2,0,1
645.93,4,Thu,Online,Credit,29,120,335.61,57,3,2.0,1,33.6,0,1
139.62,22,Sun,Grocery,Credit,38,34,825.77,54,1,0.0,7,3.7,0,0
40.62,8,Tue,Gas,Credit,76,15,,16,1,0.0,1,9.9,1,1
,8,Mon,Restaurant,Prepaid,75,63,915.84,23,1,1.0,2,4.3,0,0
24.88,21,Fri,Gas,Credit,36,12,1307.85,11,1,0.0,2,24.3,0,0
42.35,9,Thu,Electronics,Credit,26,6,353.28,54,1,0.0,2,22.7,0,0
26.27,21,Sun,Grocery,Debit,60,44,1475.96,59,2,0.0,1,15.9,0,0
30.97,18,Mon,Electronics,Credit,66,37,204.0,24,2,0.0,1,24.0,0,0
50.34,0,Fri,Grocery,Debit,65,76,949.18,22,1,0.0,1,20.4,0,1
28.56,6,Tue,Restaurant,Credit,53,118,301.46,39,1,0.0,1,30.0,0,0
340.61,3,Mon,Gas,Debit,59,70,1089.65,56,1,1.0,1,5.5,0,1
12.55,0,Fri,Electronics,Debit,71,2,206.47,15,1,0.0,1,11.2,0,0
111.51,14,Thu,Grocery,Prepaid,64,39,50.0,49,1,0.0,2,3.3,1,0
79.25,7,Fri,Travel,Credit,124,55,858.35,15,1,0.0,1,11.2,0,0
605.8,11,Tue,Gas,Credit,68,144,750.01,10,1,1.0,1,24.2,1,0
17.82,21,Wed,Healthcare,Credit,49,17,1242.43,28,1,0.0,1,23.5,0,0
76.09,21,Wed,Gas,Prepaid,52,7,831.15,36,1,0.0,1,24.7,0,1
523.36,17,Sun,Restaurant,Prepaid,48,69,502.06,54,5,0.0,1,,0,1
300.94,14,Tue,Travel,Credit,77,14,584.08,17,1,0.0,1,21.7,0,1
254.8,16,Tue,ATM,Credit,70,33,2086.41,36,1,3.0,2,9.2,0,1
44.74,13,Wed,Online,Credit,72,18,450.17,22,1,0.0,1,57.8,0,0
28.11,13,Thu,Restaurant,Credit,49,19,1009.82,23,1,0.0,5,8.4,0,1
165.68,17,Tue,Electronics,Credit,79,47,960.88,29,5,1.0,1,18.5,0,1
397.56,19,Sun,Electronics,Credit,54,16,1019.14,22,1,0.0,5,27.7,0,0
122.05,17,Tue,Travel,Debit,49,43,986.49,11,4,0.0,3,47.4,0,1
127.16,15,Sat,Online,Prepaid,60,1,692.95,36,1,0.0,2,11.5,0,1
49.27,0,Mon,Travel,Prepaid,73,14,95.18,44,1,0.0,4,8.9,0,0
220.12,22,Fri,Grocery,Credit,54,14,862.25,29,1,0.0,1,11.2,0,0
31.06,10,Sun,Online,Debit,56,50,794.87,55,1,0.0,1,7.8,1,0
58.66,14,Tue,Online,Debit,55,14,849.57,42,1,0.0,1,21.2,0,0
83.12,11,Sun,Electronics,Credit,47,36,1026.09,32,3,0.0,1,54.0,0,0
106.27,7,Wed,Gas,Debit,75,42,634.55,14,1,1.0,1,2.7,0,0
41.64,21,Sun,Restaurant,Credit,49,39,551.88,18,1,1.0,2,16.5,0,0
18.3,19,Fri,ATM,Credit,62,33,1160.34,38,1,1.0,1,45.6,0,0
141.48,5,Tue,Online,Credit,19,19,668.46,37,1,0.0,1,2.1,1,0
51.08,2,Tue,Travel,Credit,68,17,602.51,34,1,2.0,1,13.6,0,0
130.57,23,Tue,Gas,Debit,28,30,567.9,57,1,0.0,2,40.1,0,0
25.15,12,Mon,ATM,Credit,76,2,1037.83,45,1,0.0,7,46.1,0,1
98.42,12,Mon,Restaurant,Credit,37,75,716.09,23,1,0.0,1,14.4,0,1
114.08,1,Mon,Electronics,Credit,54,63,1685.12,32,2,0.0,1,,0,1
7.98,4,Wed,Online,Debit,26,15,822.98,46,2,0.0,1,2.2,0,0
61.56,16,Fri,Electronics,Credit,55,30,317.36,3,1,0.0,3,17.7,0,0
21.65,5,Mon,Restaurant,Debit,66,97,625.25,55,5,0.0,1,2.6,0,1
9.82,1,Mon,ATM,Debit,36,11,1062.13,43,2,0.0,5,3.2,0,1
690.18,3,Fri,Online,Credit,72,49,559.93,59,1,2.0,1,29.6,0,1
58.37,21,Tue,Restaurant,Credit,57,3,793.11,22,1,0.0,1,27.8,0,0
249.01,10,Mon,Grocery,Debit,24,27,1191.38,23,1,0.0,6,37.0,0,1
44.08,7,Tue,Restaurant,Credit,22,78,1251.55,4,1,1.0,5,2.2,0,0
171.62,11,Sun,Electronics,Credit,64,29,590.23,13,3,0.0,2,4.4,0,1
214.21,7,Sat,Grocery,Debit,59,34,697.27,32,2,0.0,1,35.8,0,0
135.82,10,Wed,Online,Credit,41,86,838.73,58,3,0.0,2,25.5,0,1
95.68,21,Fri,Electronics,Credit,65,45,1336.93,29,1,1.0,1,32.8,0,0
79.61,19,Thu,Restaurant,Credit,58,43,360.08,40,1,1.0,1,91.6,0,1
,7,Fri,Restaurant,Credit,24,32,943.89,40,1,0.0,1,40.0,0,1
397.88,7,Fri,Healthcare,Debit,28,36,822.18,55,1,0.0,1,14.7,0,0
266.34,16,Thu,Restaurant,Debit,26,59,441.19,45,1,0.0,2,7.4,0,0
502.98,19,Tue,Grocery,Debit,66,139,1294.94,55,1,0.0,1,16.9,0,0
19.91,19,Mon,Grocery,Debit,47,57,1196.14,10,1,,5,20.4,0,0
196.88,22,Wed,Gas,Credit,58,44,1415.31,13,1,,1,8.2,0,0
417.92,15,Sat,Gas,Credit,20,5,1272.08,45,2,0.0,1,29.5,0,0
29.99,13,Thu,Restaurant,Credit,39,61,804.08,56,1,1.0,2,1.9,0,0
10.32,10,Sat,Restaurant,Credit,57,48,1047.77,17,2,0.0,3,30.2,0,0
202.71,6,Sun,Grocery,Prepaid,68,53,932.73,38,5,4.0,5,0.7,0,1
128.16,15,Tue,Travel,Debit,37,9,437.17,2,3,1.0,3,13.8,0,1
,12,Fri,Travel,Credit,49,84,278.24,17,2,0.0,1,39.5,0,0
22.58,14,Fri,Grocery,Credit,65,4,947.6,44,1,1.0,6,1.8,0,0
,23,Sun,Grocery,Credit,24,11,838.59,26,1,0.0,4,14.6,0,0
33.78,15,Sun,Grocery,Credit,77,39,665.43,55,2,0.0,1,3.5,0,0
26.81,20,Fri,Grocery,Credit,24,40,763.05,38,2,1.0,2,45.0,0,0
26.92,22,Tue,Gas,Credit,37,14,1507.79,37,1,0.0,2,35.7,0,0
252.77,23,Fri,Grocery,Debit,42,44,50.0,5,2,0.0,1,54.3,0,0
164.13,8,Mon,Electronics,Debit,62,18,1055.96,25,1,0.0,7,41.6,0,0
111.06,2,Fri,Grocery,Credit,52,1,1137.01,9,1,0.0,1,26.7,0,1
66.67,18,Sun,Healthcare,Credit,61,6,1187.09,28,1,0.0,2,4.1,0,0
314.58,19,Wed,Online,Credit,41,77,248.66,22,1,0.0,1,7.2,0,0
74.75,4,Thu,Electronics,Debit,57,9,682.72,29,1,0.0,1,13.7,0,1
254.41,9,Wed,Restaurant,Debit,30,4,662.74,35,1,0.0,3,17.8,0,1
86.74,16,Wed,Grocery,Prepaid,69,41,916.79,55,1,,1,,0,1
,14,Tue,Restaurant,Credit,65,21,348.24,20,2,0.0,1,5.1,1,1
93.17,22,Fri,Grocery,Debit,56,57,,5,1,0.0,5,2.7,0,1
53.8,7,Sun,Gas,Credit,21,71,446.09,39,1,0.0,3,,0,0
206.52,14,Sun,Travel,Debit,78,67,680.97,44,1,0.0,2,3.4,0,0
104.79,20,Tue,ATM,Credit,29,14,1338.02,32,1,0.0,1,23.7,0,0
39.64,13,Sat,Grocery,Credit,34,25,1136.86,39,1,0.0,1,17.1,0,0
344.75,19,Fri,Online,Debit,18,38,849.53,10,1,0.0,3,27.0,0,0
72.65,6,Tue,Online,Credit,79,14,243.1,40,4,1.0,3,1.3,0,1
117.64,20,Mon,Grocery,Credit,34,2,932.95,17,1,0.0,1,66.9,0,0
355.42,22,Tue,Restaurant,Credit,19,25,959.84,37,1,0.0,2,0.0,0,1
146.82,11,Sun,Grocery,Credit,23,1,50.0,15,3,0.0,1,7.9,0,0
18.65,16,Thu,Electronics,Credit,61,108,940.34,9,4,0.0,1,22.8,0,0
421.59,16,Fri,Electronics,Credit,75,57,369.57,32,1,0.0,1,0.9,0,0
148.21,9,Tue,Travel,Credit,28,8,208.17,23,1,0.0,1,1.7,1,0
61.17,18,Fri,Restaurant,Credit,70,12,351.21,11,1,0.0,1,1.6,0,1
22.5,13,Mon,Healthcare,Prepaid,60,146,50.0,13,1,1.0,2,17.4,0,1
237.0,10,Wed,Grocery,Credit,35,17,636.97,18,1,0.0,1,45.3,0,0
145.17,1,Thu,Healthcare,Credit,57,55,397.89,49,2,1.0,3,16.2,0,1
114.36,17,Mon,Electronics,Credit,42,21,1256.23,56,1,1.0,2,18.5,0,1
336.5,6,Sat,Online,Debit,56,72,656.38,9,1,0.0,2,8.5,0,0
233.1,11,Tue,Restaurant,Debit,45,44,512.07,42,1,0.0,1,0.4,0,0
24.67,1,Fri,Grocery,Credit,63,1,162.8,5,5,0.0,1,0.4,1,1
56.03,19,Wed,Online,Debit,33,13,628.83,43,1,0.0,2,43.8,1,1
42.85,17,Thu,Electronics,Debit,29,29,1341.38,22,1,2.0,1,,0,1
,5,Mon,Gas,Debit,58,94,1418.93,32,1,0.0,3,169.3,0,1
5.12,23,Mon,Travel,Debit,69,4,654.1,47,1,,1,3.6,0,0
126.56,9,Sun,Restaurant,Debit,46,33,772.2,2,2,1.0,1,22.5,0,0
215.61,19,Tue,Restaurant,Debit,40,13,,59,1,0.0,2,59.5,0,0
314.05,14,Sat,Online,Debit,38,79,389.78,21,1,0.0,5,9.0,0,1
,4,Sun,Grocery,Credit,33,52,947.62,28,1,0.0,1,26.5,0,0
258.27,19,Tue,Gas,Debit,70,17,1746.69,52,2,2.0,1,8.6,0,0
17.59,2,Tue,ATM,Debit,68,7,1106.05,24,1,2.0,3,7.3,0,1
281.06,4,Fri,Grocery,Credit,65,1,1093.29,24,4,0.0,1,4.5,1,0
20.46,7,Sun,Grocery,Prepaid,58,35,1337.53,14,1,0.0,1,34.4,0,0
75.95,7,Sun,Online,Credit,62,19,1161.51,37,1,0.0,1,6.0,0,0
239.4,7,Thu,Restaurant,Credit,43,14,698.87,27,1,,1,6.7,0,0
24.36,11,Fri,Restaurant,Debit,54,152,328.08,24,1,2.0,2,137.6,1,1
39.06,23,Mon,Grocery,Credit,39,23,746.6,6,2,0.0,1,7.9,0,0
192.16,22,Sun,Travel,Credit,68,50,412.13,26,2,0.0,4,11.0,0,0
190.96,7,Sun,Grocery,Credit,27,7,,54,1,0.0,3,92.2,0,0
153.73,10,Tue,Restaurant,Credit,24,1,,15,1,0.0,7,9.2,0,1
177.6,13,Tue,Online,Credit,26,19,644.05,29,1,1.0,1,9.1,0,0
117.37,7,Mon,Electronics,Credit,42,39,205.87,36,3,0.0,1,35.2,0,0
43.51,23,Tue,Restaurant,Credit,63,25,522.67,10,1,0.0,5,7.5,0,0
63.63,9,Sat,Healthcare,Prepaid,32,80,962.21,28,1,0.0,1,5.3,0,1
30.06,6,Wed,Gas,Prepaid,30,20,1063.18,59,1,0.0,3,11.0,0,1
358.63,16,Mon,Online,Credit,59,13,976.38,51,1,0.0,1,24.1,0,0
131.34,3,Wed,Restaurant,Debit,63,89,649.61,9,2,1.0,3,0.9,1,0
76.84,12,Sun,Online,Credit,43,19,849.93,21,3,1.0,5,,0,0
92.99,3,Thu,Grocery,Credit,38,11,1577.59,58,1,0.0,1,,0,1
441.42,4,Wed,Grocery,Credit,40,4,511.7,10,1,0.0,1,5.6,0,1
24.97,21,Tue,Grocery,Prepaid,78,57,1441.97,4,1,0.0,1,21.2,1,0
132.37,3,Sun,Restaurant,Prepaid,61,63,222.46,54,5,0.0,1,6.8,0,1
105.75,17,Sat,Online,Credit,45,1,116.47,4,1,0.0,1,18.7,0,1
141.8,5,Tue,Restaurant,Credit,78,16,741.09,6,1,0.0,2,14.0,1,0
2.74,23,Mon,Gas,Credit,68,50,785.02,26,1,0.0,1,4.9,0,0
308.5,23,Mon,Online,Credit,55,105,347.75,40,1,1.0,1,6.2,0,0
403.5,22,Mon,Gas,Debit,29,17,668.35,16,1,0.0,1,3.7,0,0
124.91,21,Thu,Restaurant,Credit,41,74,961.05,8,1,0.0,1,1.2,0,0
178.93,1,Sun,Travel,Debit,30,18,410.05,28,2,0.0,1,19.3,0,1
,22,Thu,Restaurant,Credit,57,7,1206.36,16,1,1.0,2,22.3,0,0
184.26,10,Sat,Grocery,Prepaid,65,1,1250.06,38,1,0.0,4,3.6,0,1
24.83,13,Wed,Healthcare,Debit,19,14,1298.02,49,1,0.0,1,19.1,0,0
128.81,4,Fri,Grocery,Credit,71,17,436.84,1,1,0.0,1,80.4,0,1
,5,Fri,Grocery,Debit,56,104,,19,1,0.0,3,1.5,0,1
,9,Tue,ATM,Debit,29,8,730.85,50,1,1.0,1,,0,0
200.02,7,Wed,Electronics,Credit,56,17,691.1,17,1,2.0,1,26.4,0,0
408.55,13,Thu,Gas,Credit,68,1,669.72,49,1,0.0,2,0.9,0,0
389.68,23,Mon,Restaurant,Prepaid,31,52,1102.3,28,1,,1,30.1,0,0
89.9,2,Wed,Restaurant,Credit,47,89,1044.67,44,1,0.0,1,77.8,0,0
18.03,11,Thu,Electronics,Credit,58,10,450.17,12,2,0.0,7,1.9,1,1
628.38,15,Sun,Restaurant,Credit,67,20,343.53,6,1,1.0,1,34.5,0,0
273.86,22,Wed,Restaurant,Debit,60,5,304.37,7,1,0.0,4,9.5,0,1
19.97,16,Sat,Online,Debit,65,22,448.38,8,1,0.0,1,3.1,0,1
380.45,0,Wed,Travel,Prepaid,36,5,1138.36,3,1,2.0,3,13.6,0,1
305.91,22,Fri,Healthcare,Credit,48,27,857.33,49,2,0.0,1,1.5,0,0
109.73,9,Thu,Grocery,Credit,60,48,1170.34,21,1,0.0,1,14.8,0,1
134.21,22,Sat,Travel,Debit,67,29,119.99,8,2,1.0,2,0.4,0,0
76.37,9,Wed,Gas,Debit,60,10,909.36,28,1,1.0,4,26.1,1,1
8.45,20,Thu,ATM,Credit,42,16,904.24,59,3,2.0,1,13.4,0,1
61.24,23,Thu,Grocery,Credit,21,37,1280.13,30,5,0.0,2,12.3,0,0
243.57,1,Wed,Travel,Credit,67,32,636.36,32,1,2.0,1,4.4,0,1
1.0,8,Mon,Online,Debit,68,5,608.07,11,3,1.0,3,9.0,0,0
60.86,21,Mon,Electronics,Debit,30,67,1402.6,20,1,0.0,2,4.0,0,0
76.17,12,Mon,ATM,Debit,53,23,731.59,50,4,1.0,1,26.6,0,1
115.63,15,Sat,Grocery,Prepaid,79,6,870.91,16,2,,1,4.4,0,0
378.59,17,Tue,Online,Credit,59,5,990.52,25,5,0.0,1,19.2,0,1
63.78,18,Tue,ATM,Prepaid,78,121,132.9,45,1,0.0,5,6.6,0,0
63.92,11,Fri,Gas,Debit,71,12,816.44,9,2,0.0,1,21.4,0,0
200.63,7,Wed,Restaurant,Credit,54,86,301.94,51,1,,2,15.6,0,1
90.28,16,Thu,Grocery,Prepaid,20,19,764.95,39,1,0.0,1,11.0,0,0
38.16,14,Tue,ATM,Credit,33,18,682.17,49,1,0.0,2,22.4,0,0
90.34,9,Sun,Restaurant,Debit,43,43,597.45,40,3,0.0,2,,0,0
22.77,14,Sat,Grocery,Debit,57,1,1050.67,40,1,0.0,2,,0,1
29.11,14,Sat,Gas,Debit,73,15,838.96,3,1,1.0,4,26.2,0,1
103.48,22,Wed,Restaurant,Debit,56,13,375.64,16,1,2.0,1,15.6,0,1
81.43,6,Fri,Grocery,Credit,36,73,362.06,12,1,1.0,1,41.9,1,1
369.49,12,Mon,Grocery,Credit,63,27,1136.06,15,3,0.0,8,35.3,0,1
67.51,16,Mon,Grocery,Credit,32,16,784.89,53,3,1.0,1,15.2,0,1
130.34,8,Mon,Travel,Debit,49,11,230.36,4,1,0.0,2,1.4,0,1
150.06,7,Thu,Gas,Debit,66,32,633.4,23,1,0.0,2,16.7,0,0
1.98,19,Wed,Travel,Prepaid,38,6,737.02,27,1,1.0,2,8.8,0,0
163.39,20,Thu,Online,Credit,18,10,306.43,39,1,0.0,1,15.5,0,0
29.41,17,Mon,ATM,Debit,23,13,545.23,43,1,1.0,1,20.8,0,1
486.9,12,Wed,Gas,Prepaid,44,34,1167.14,56,1,0.0,2,20.7,0,0
24.14,15,Fri,Grocery,Debit,40,17,1795.85,37,1,0.0,1,22.4,0,0
80.33,8,Wed,Gas,Credit,64,25,921.06,13,1,2.0,2,22.7,0,0
13.38,11,Fri,Restaurant,Credit,48,38,258.05,43,1,0.0,1,2.3,0,0
865.21,11,Tue,Travel,Credit,29,113,712.94,37,1,1.0,1,4.3,0,0
104.63,5,Sat,Gas,Debit,38,52,848.81,40,1,1.0,1,19.9,1,1
135.72,18,Thu,Restaurant,Debit,69,19,1114.54,21,1,0.0,5,10.5,0,1
10.41,6,Tue,ATM,Prepaid,19,50,1124.0,29,5,0.0,1,28.8,0,1
207.92,2,Tue,Grocery,Credit,22,108,1345.7,29,1,0.0,2,2.7,0,1
35.34,15,Thu,Gas,Credit,26,25,799.38,49,1,0.0,5,4.3,0,0
342.5,17,Sat,Grocery,Debit,37,19,807.07,11,1,0.0,2,16.3,0,0
34.44,15,Wed,ATM,Debit,63,3,50.0,51,3,0.0,5,13.9,0,0
31.74,22,Tue,Grocery,Prepaid,35,80,394.89,50,2,2.0,1,6.2,0,0
5.59,6,Sat,Grocery,Debit,78,10,255.1,28,2,2.0,3,10.5,1,1
95.82,3,Fri,Restaurant,Credit,39,2,463.74,10,1,1.0,1,0.7,0,1
124.81,7,Wed,Restaurant,Debit,25,28,339.25,5,1,0.0,3,0.8,1,1
10.2,12,Thu,Grocery,Debit,51,67,366.32,56,2,0.0,4,2.0,0,0
224.1,12,Tue,Gas,Credit,26,19,1235.71,57,1,,1,17.2,1,0
90.58,16,Thu,Restaurant,Credit,24,55,50.0,25,3,0.0,1,39.9,0,0
111.47,16,Wed,Grocery,Credit,47,65,720.66,33,1,1.0,2,6.0,1,1
87.18,4,Sun,Electronics,Credit,78,22,1145.66,17,1,,1,0.7,0,1
76.81,5,Thu,Online,Debit,35,32,679.4,49,3,0.0,3,,0,1
123.02,18,Thu,Gas,Credit,44,27,1330.84,33,1,1.0,1,38.7,0,1
25.31,12,Thu,Online,Credit,33,101,560.17,25,1,,4,3.0,0,0
30.12,13,Sun,Gas,Credit,38,47,1500.3,33,1,1.0,1,,0,0
296.84,21,Sat,Electronics,Debit,22,93,172.55,55,3,0.0,2,3.5,0,0
438.14,3,Wed,Grocery,Credit,72,9,1331.59,54,1,0.0,1,2.2,0,1
70.1,6,Fri,Electronics,Debit,46,13,442.3,9,1,1.0,1,20.9,1,0
47.36,7,Thu,Online,Credit,64,3,,27,1,1.0,1,68.6,0,0
154.92,12,Thu,Healthcare,Credit,54,25,612.77,25,3,0.0,1,22.7,1,0
,5,Tue,Restaurant,Credit,60,75,1241.84,4,3,0.0,1,83.7,1,1
3.86,5,Wed,Grocery,Credit,79,14,1309.52,9,1,1.0,4,11.4,0,0
25.47,23,Tue,Grocery,Credit,39,5,568.82,46,1,1.0,1,45.6,0,0
188.8,20,Sun,Restaurant,Credit,31,3,1208.76,15,1,3.0,3,4.6,0,1
161.35,2,Wed,Travel,Debit,74,21,788.81,16,1,2.0,1,2.5,0,0
4.12,2,Sun,Grocery,Debit,36,6,214.96,16,2,1.0,1,24.2,0,0
37.65,12,Thu,Healthcare,Credit,52,15,1003.32,13,1,1.0,1,9.3,0,0
39.41,21,Thu,Restaurant,Credit,41,62,393.37,14,1,0.0,2,7.6,0,0
167.16,1,Thu,ATM,Prepaid,59,17,538.79,22,1,0.0,1,22.3,0,0
2.99,15,Mon,Online,Debit,77,34,442.89,21,1,0.0,1,8.1,0,0
16.49,21,Wed,Online,Credit,23,25,951.29,9,1,1.0,1,17.0,0,0
241.35,5,Mon,Gas,Debit,77,46,405.77,55,1,1.0,1,,0,0
29.5,7,Thu,Gas,Debit,75,6,309.46,41,2,0.0,1,30.6,0,0
158.65,22,Wed,Gas,Debit,20,91,382.65,53,1,0.0,1,7.5,0,0
40.81,7,Fri,Gas,Credit,51,37,516.09,4,1,0.0,1,15.3,0,0
15.71,5,Tue,Travel,Credit,62,11,,10,1,0.0,2,0.5,0,0
41.79,13,Tue,Healthcare,Credit,67,5,1163.63,35,5,0.0,1,31.4,0,1
192.16,2,Wed,Online,Prepaid,19,6,1157.9,53,1,0.0,1,19.4,0,1
290.38,9,Sun,Online,Debit,32,55,786.1,9,5,2.0,1,4.3,0,1
265.99,2,Fri,ATM,Credit,54,32,775.78,51,2,0.0,2,4.9,1,1
75.92,11,Wed,Grocery,Prepaid,32,17,726.51,48,2,0.0,1,6.1,1,1
165.43,16,Thu,Grocery,Prepaid,77,15,977.66,16,1,0.0,2,17.2,0,1
34.41,4,Mon,Restaurant,Prepaid,49,70,1247.84,49,1,5.0,2,15.9,0,1
52.04,19,Sun,Travel,Debit,38,75,739.56,18,1,2.0,2,6.4,0,0
339.99,8,Fri,Online,Prepaid,34,31,1013.05,10,1,0.0,1,23.7,0,1
1.96,20,Tue,Restaurant,Credit,51,27,303.83,21,5,5.0,1,,0,1
,19,Thu,Travel,Debit,49,61,1141.07,51,1,0.0,1,0.9,0,0
34.96,6,Mon,Travel,Debit,67,50,886.43,54,1,0.0,4,10.8,0,0
4.03,21,Sun,Grocery,Credit,64,18,386.97,15,1,0.0,3,18.0,1,1
30.03,3,Tue,Gas,Credit,69,3,1227.71,15,2,0.0,1,17.7,0,0
131.22,12,Fri,Online,Prepaid,40,53,303.51,11,1,0.0,6,0.4,0,1
82.08,12,Tue,Grocery,Credit,52,7,50.0,40,1,3.0,1,4.7,0,1
334.78,9,Fri,Gas,Debit,54,1,,54,1,1.0,1,1.3,0,0
255.1,17,Fri,Gas,Credit,60,67,954.15,48,2,0.0,1,16.8,1,1
,16,Fri,Grocery,Credit,58,31,315.59,42,1,0.0,1,20.7,1,0
,19,Thu,Grocery,Credit,54,80,942.14,41,1,,4,3.5,0,0
71.63,19,Sat,Healthcare,Credit,74,24,1267.95,47,1,0.0,4,8.1,0,0
133.85,12,Mon,Restaurant,Debit,50,94,904.47,54,4,0.0,2,8.0,0,0
46.81,16,Wed,Electronics,Debit,42,16,1775.42,37,1,0.0,1,34.3,0,0
146.78,21,Tue,Grocery,Credit,63,46,459.59,20,2,1.0,2,4.3,1,0
79.0,3,Sun,Gas,Credit,54,13,50.0,34,1,1.0,3,15.9,0,1
120.46,0,Wed,Gas,Credit,57,1,235.61,22,1,0.0,1,30.6,0,0
85.94,0,Fri,Gas,Credit,38,17,50.0,48,1,0.0,1,35.4,0,1
52.32,14,Fri,Grocery,Debit,63,48,1655.56,18,1,0.0,2,22.0,0,0
444.79,12,Tue,ATM,Credit,77,6,798.02,16,1,0.0,4,,0,1
216.34,16,Tue,Restaurant,Credit,65,25,1575.64,5,1,0.0,3,34.6,0,0
22.64,23,Tue,Electronics,Credit,55,9,658.18,1,1,0.0,1,27.1,0,1
304.28,7,Wed,Restaurant,Credit,57,3,437.96,19,1,0.0,1,24.4,0,0
100.25,17,Tue,Restaurant,Credit,51,35,107.97,10,1,2.0,4,1.4,0,0
337.43,12,Mon,ATM,Credit,36,109,641.3,21,2,0.0,3,0.9,1,1
241.31,22,Sat,ATM,Debit,44,13,1137.68,13,2,1.0,1,23.8,0,0
83.06,13,Sun,Electronics,Prepaid,26,31,710.16,55,1,,2,57.9,0,1
3.41,7,Wed,ATM,Debit,22,111,161.0,24,1,2.0,4,29.7,0,1
46.94,7,Wed,Online,Credit,22,38,1061.25,23,3,0.0,4,35.6,1,1
