age,gender,education,department,job_level,years_at_company,years_in_role,num_companies_worked,monthly_income,overtime,work_life_balance,job_satisfaction,relationship_satisfaction,environment_satisfaction,training_last_year,performance_rating,distance_from_home,business_travel,attrition
50,Female,Master,Engineering,Manager,5.8,2.6,7,12200.0,No,3.0,2,3,2.0,2.0,4,5,Non-Travel,0
31,Male,Bachelor,HR,Mid,0.4,0.1,1,6500.0,Yes,,3,3,4.0,4.0,3,25,Travel_Frequently,1
55,Male,Master,Sales,Junior,0.7,0.5,6,7600.0,No,3.0,3,2,3.0,6.0,3,6,Non-Travel,0
47,Male,Bachelor,Finance,Mid,5.3,2.8,1,6700.0,No,2.0,4,3,2.0,2.0,3,18,Travel_Rarely,0
24,Male,High School,Operations,Senior,2.3,1.0,7,5400.0,No,4.0,2,4,2.0,6.0,3,20,Travel_Frequently,0
27,Male,Master,Engineering,Mid,2.4,2.0,5,6300.0,No,2.0,4,1,1.0,5.0,3,14,Travel_Rarely,0
26,Female,Master,HR,Senior,1.5,0.7,4,7400.0,No,3.0,4,2,4.0,0.0,4,5,Travel_Frequently,0
26,Male,Master,Operations,Junior,3.7,2.9,2,6000.0,Yes,3.0,3,1,3.0,3.0,3,11,Travel_Frequently,1
44,Male,High School,Engineering,Mid,0.8,0.4,5,6500.0,No,2.0,4,4,3.0,1.0,3,27,Non-Travel,0
30,Male,PhD,Finance,Lead,3.9,2.6,2,9500.0,No,,3,3,3.0,6.0,3,9,Travel_Rarely,0
56,Female,Master,Sales,Junior,0.8,0.8,6,6200.0,No,3.0,4,3,3.0,6.0,2,29,Travel_Rarely,0
171,Male,Master,Finance,Lead,0.3,0.1,2,,Yes,2.0,3,3,2.0,3.0,2,17,Travel_Rarely,0
56,Female,Master,Sales,Junior,1.6,1.0,6,,No,2.0,2,4,4.0,0.0,4,12,Travel_Rarely,1
39,Female,Master,Operations,Lead,1.1,1.0,2,9800.0,No,,3,3,3.0,1.0,4,25,Travel_Rarely,0
38,Male,Bachelor,Finance,Mid,8.8,6.3,3,6300.0,Yes,2.0,3,2,2.0,6.0,4,26,Non-Travel,0
45,Female,Master,Marketing,Senior,0.2,0.1,5,8300.0,No,,2,3,3.0,4.0,3,1,Travel_Rarely,1
24,Female,Bachelor,Finance,Junior,0.8,0.5,3,5200.0,No,4.0,4,4,2.0,2.0,4,1,Non-Travel,1
53,Female,High School,Finance,Junior,3.2,2.5,4,4700.0,Yes,2.0,2,3,2.0,2.0,3,4,Non-Travel,1
56,Female,Bachelor,Engineering,Junior,2.6,2.4,4,7600.0,No,3.0,3,3,1.0,4.0,4,29,Travel_Rarely,0
59,Male,High School,Operations,Junior,0.2,0.1,1,8100.0,No,3.0,3,4,4.0,0.0,3,22,Travel_Rarely,0
34,Male,Master,Operations,Mid,0.0,0.0,1,7900.0,Yes,3.0,4,4,3.0,,4,18,Non-Travel,0
46,Male,Master,HR,Mid,17.7,9.3,1,6900.0,No,2.0,3,4,2.0,4.0,3,17,Travel_Rarely,0
30,Male,Master,Operations,Senior,4.3,2.0,7,5900.0,No,3.0,4,2,3.0,6.0,4,12,Travel_Rarely,0
25,Female,Bachelor,Finance,Senior,1.8,0.9,4,,Yes,1.0,4,2,4.0,5.0,3,20,Travel_Frequently,0
35,Male,Bachelor,HR,Senior,2.5,1.1,2,6000.0,Yes,2.0,3,3,3.0,6.0,1,24,Travel_Rarely,1
58,Female,Bachelor,Engineering,Senior,1.2,0.5,6,7900.0,No,3.0,4,4,1.0,0.0,3,22,Non-Travel,0
55,Female,Master,Sales,Mid,1.7,0.7,7,9200.0,No,2.0,2,4,3.0,1.0,3,12,Travel_Rarely,0
32,Female,Bachelor,Sales,Mid,4.2,4.0,2,7100.0,Yes,,4,4,2.0,3.0,2,5,Travel_Rarely,1
24,Female,PhD,Engineering,Mid,8.6,3.4,5,8800.0,Yes,2.0,2,4,3.0,3.0,3,1,Travel_Rarely,1
49,Male,Bachelor,HR,Lead,0.8,0.4,4,9000.0,No,2.0,4,4,3.0,4.0,3,19,Travel_Rarely,0
50,Male,Bachelor,Engineering,Junior,7.3,3.4,6,6700.0,No,1.0,2,2,3.0,2.0,3,7,Non-Travel,1
30,Male,Bachelor,Engineering,Junior,0.5,0.5,6,3400.0,No,2.0,2,2,3.0,4.0,3,15,Travel_Rarely,1
24,Male,High School,Operations,Senior,1.0,0.8,6,4800.0,No,2.0,2,3,3.0,2.0,3,14,Non-Travel,0
46,Male,Master,Engineering,Junior,0.2,0.2,1,6600.0,No,3.0,2,3,4.0,4.0,3,26,Travel_Rarely,0
55,Male,Bachelor,Engineering,Lead,0.6,0.2,6,9900.0,No,1.0,3,2,3.0,4.0,2,3,Travel_Frequently,0
33,Female,Master,Sales,Lead,10.0,8.9,6,8800.0,No,3.0,3,4,3.0,6.0,2,5,Travel_Rarely,0
30,Male,Bachelor,Sales,Junior,2.5,1.5,4,5600.0,Yes,3.0,4,1,,3.0,4,6,Non-Travel,1
36,Male,High School,Marketing,Junior,0.3,0.1,2,3900.0,No,3.0,3,4,2.0,5.0,4,25,Travel_Frequently,1
46,Female,Master,Finance,Mid,12.8,9.0,7,7600.0,No,,2,4,,2.0,4,11,Travel_Rarely,1
26,Male,Bachelor,Marketing,Senior,8.4,7.4,7,7000.0,Yes,4.0,4,1,4.0,5.0,3,19,Non-Travel,0
32,Male,Master,Sales,Junior,5.6,4.7,2,6700.0,No,3.0,2,1,3.0,5.0,4,22,Travel_Rarely,0
55,Female,Bachelor,Finance,Senior,10.8,10.0,3,7700.0,No,2.0,4,2,3.0,5.0,3,27,Travel_Rarely,0
45,Female,High School,Engineering,Senior,1.0,0.9,3,7100.0,No,2.0,3,2,4.0,3.0,2,2,Non-Travel,0
36,Female,Bachelor,Engineering,Mid,7.2,3.4,5,4800.0,No,3.0,3,3,3.0,5.0,4,25,Non-Travel,1
59,Male,Master,Sales,Junior,4.7,2.8,4,7400.0,No,4.0,2,3,4.0,6.0,4,12,Travel_Rarely,1
29,Female,Bachelor,Sales,Senior,8.2,2.5,3,,Yes,3.0,2,3,4.0,2.0,4,25,Non-Travel,0
26,Female,Master,Engineering,Junior,6.4,5.9,3,5600.0,No,3.0,4,3,2.0,1.0,3,23,Travel_Rarely,0
47,Male,PhD,Sales,Lead,1.7,0.7,4,10300.0,Yes,2.0,3,3,3.0,5.0,3,14,Travel_Rarely,1
39,Female,Master,Operations,Mid,6.0,5.4,2,7800.0,Yes,3.0,4,3,4.0,5.0,2,27,Travel_Rarely,0
27,Female,Master,Engineering,Mid,1.2,0.6,5,8400.0,Yes,2.0,3,2,3.0,1.0,3,9,Non-Travel,0
58,Female,High School,Sales,Lead,1.6,0.9,5,10600.0,No,,4,2,3.0,5.0,4,20,Travel_Frequently,0
34,Female,Bachelor,Sales,Lead,0.5,0.2,5,8400.0,Yes,1.0,4,4,3.0,1.0,3,16,Travel_Rarely,0
49,Female,Bachelor,Finance,Mid,10.9,5.8,3,7300.0,No,1.0,2,3,2.0,0.0,3,26,Travel_Rarely,0
26,Female,Bachelor,Sales,Junior,1.4,1.3,2,6100.0,Yes,3.0,4,4,2.0,3.0,1,17,Travel_Rarely,1
34,Male,High School,Operations,Senior,2.9,0.9,5,6700.0,No,3.0,1,2,3.0,3.0,3,17,Non-Travel,0
38,Female,Bachelor,Operations,Mid,2.0,1.2,4,6500.0,No,2.0,3,1,3.0,1.0,4,2,Travel_Rarely,0
53,Male,Master,Engineering,Junior,12.9,4.2,5,6900.0,No,4.0,4,3,3.0,4.0,3,10,Travel_Rarely,0
50,Male,Master,Engineering,Lead,1.6,0.9,7,11900.0,No,2.0,3,4,4.0,3.0,3,11,Travel_Rarely,0
24,Female,Bachelor,Sales,Junior,6.0,2.5,1,5300.0,No,3.0,2,4,1.0,2.0,3,3,Non-Travel,0
55,Female,Bachelor,Finance,Junior,7.7,3.7,2,6000.0,No,3.0,3,2,3.0,3.0,3,2,Non-Travel,0
48,Female,Bachelor,Engineering,Junior,2.3,2.1,1,5400.0,No,3.0,4,4,3.0,3.0,4,4,Travel_Rarely,0
34,Male,Bachelor,Engineering,Senior,1.9,1.1,2,5500.0,No,4.0,4,3,4.0,2.0,3,8,Travel_Frequently,0
54,Male,Bachelor,Sales,Senior,5.5,2.7,6,6700.0,Yes,1.0,4,1,3.0,1.0,3,19,Travel_Rarely,1
27,Male,Bachelor,Finance,Mid,9.8,7.0,4,5000.0,No,2.0,2,1,4.0,6.0,3,20,Non-Travel,0
45,Female,High School,Engineering,Mid,5.6,2.2,6,6700.0,No,3.0,4,3,3.0,6.0,4,18,Travel_Frequently,0
40,Female,High School,Sales,Mid,1.0,0.5,3,6000.0,No,2.0,4,3,3.0,,3,1,Travel_Rarely,0
37,Female,Bachelor,Finance,Senior,8.8,6.0,3,6100.0,No,1.0,3,1,2.0,2.0,4,24,Travel_Rarely,0
49,Female,Bachelor,HR,Junior,2.0,0.9,6,5200.0,No,3.0,2,4,2.0,6.0,3,23,Travel_Rarely,0
54,Female,Bachelor,Operations,Manager,3.4,2.6,2,11400.0,No,3.0,4,3,2.0,3.0,4,26,Travel_Rarely,0
34,Female,Master,Sales,Junior,7.1,4.6,5,7500.0,Yes,3.0,4,4,1.0,5.0,2,2,Travel_Rarely,1
46,Male,PhD,Marketing,Manager,0.8,0.7,1,11900.0,No,2.0,1,3,3.0,3.0,3,8,Non-Travel,0
57,Male,Bachelor,Finance,Junior,6.1,5.9,4,6700.0,No,1.0,4,3,3.0,1.0,3,29,Travel_Frequently,1
48,Female,Bachelor,Sales,Senior,3.6,1.4,5,7300.0,Yes,2.0,3,3,2.0,5.0,3,10,Non-Travel,0
59,Female,PhD,Finance,Junior,9.0,4.8,3,,Yes,3.0,4,3,2.0,0.0,3,19,Non-Travel,0
28,Male,Master,Engineering,Junior,0.8,0.4,5,5000.0,No,2.0,3,4,3.0,1.0,3,7,Non-Travel,0
26,Female,Bachelor,Operations,Lead,2.2,0.9,6,8300.0,No,4.0,3,3,2.0,2.0,3,17,Travel_Rarely,0
52,Male,Master,Sales,Lead,7.2,6.2,6,9700.0,No,2.0,2,3,2.0,5.0,3,28,Travel_Rarely,1
44,Male,Bachelor,Finance,Mid,0.1,0.1,7,6100.0,No,4.0,4,2,4.0,0.0,3,29,Travel_Rarely,0
31,Female,Bachelor,Engineering,Senior,0.5,0.3,7,7600.0,No,3.0,3,4,1.0,6.0,4,3,Travel_Rarely,0
53,Female,PhD,Operations,Mid,18.7,12.6,1,9700.0,Yes,2.0,4,2,2.0,0.0,3,25,Non-Travel,0
51,Female,PhD,Engineering,Lead,1.3,0.4,3,10500.0,Yes,2.0,1,4,1.0,2.0,4,15,Travel_Rarely,0
52,Male,Bachelor,Operations,Mid,14.8,10.2,2,7000.0,No,2.0,4,3,,5.0,3,4,Travel_Rarely,0
39,Male,High School,Operations,Mid,0.8,0.7,4,6400.0,Yes,3.0,3,3,3.0,4.0,3,17,Travel_Rarely,0
57,Female,Bachelor,Engineering,Mid,1.8,1.3,6,6900.0,No,3.0,1,4,1.0,1.0,3,11,Non-Travel,0
23,Female,PhD,Marketing,Mid,5.6,2.7,4,7900.0,No,3.0,2,2,3.0,3.0,3,6,Travel_Frequently,0
35,Male,Master,Operations,Lead,4.3,3.3,3,9000.0,No,3.0,2,3,2.0,6.0,3,17,Travel_Rarely,0
34,Female,High School,Engineering,Junior,3.5,1.9,2,4400.0,No,3.0,4,1,3.0,5.0,4,10,Travel_Rarely,0
50,Male,High School,Engineering,Junior,3.0,2.0,7,4800.0,No,3.0,3,3,3.0,1.0,3,1,Travel_Rarely,0
33,Female,Bachelor,HR,Mid,7.4,4.7,6,7200.0,No,2.0,2,1,2.0,2.0,4,18,Travel_Rarely,0
23,Female,High School,Engineering,Senior,1.1,0.6,1,5600.0,Yes,4.0,2,1,3.0,3.0,3,14,Non-Travel,0
53,Male,PhD,Sales,Junior,2.3,1.8,4,7500.0,No,3.0,3,4,3.0,4.0,1,19,Travel_Rarely,0
34,Male,PhD,Engineering,Mid,0.7,0.6,3,7100.0,No,4.0,1,3,4.0,6.0,4,29,Non-Travel,0
48,Female,Bachelor,Engineering,Manager,3.6,1.1,4,11000.0,Yes,2.0,3,2,4.0,2.0,4,18,Non-Travel,0
38,Female,PhD,Engineering,Junior,1.2,1.1,7,6600.0,No,4.0,3,3,3.0,,2,24,Non-Travel,1
52,Female,High School,Sales,Senior,1.6,1.1,7,6800.0,No,4.0,3,3,4.0,6.0,2,22,Travel_Frequently,1
55,Female,Bachelor,Operations,Senior,2.5,2.0,2,8700.0,Yes,3.0,3,3,3.0,0.0,3,1,Travel_Rarely,1
45,Female,High School,Finance,Mid,0.1,0.1,1,6300.0,No,3.0,2,4,4.0,2.0,2,22,Travel_Frequently,0
56,Female,Bachelor,Sales,Manager,0.4,0.3,7,,Yes,4.0,2,4,3.0,2.0,3,1,Non-Travel,0
27,Male,Bachelor,Finance,Senior,4.6,4.1,2,7200.0,No,4.0,4,2,3.0,1.0,4,9,Non-Travel,0
40,Male,Master,Finance,Mid,2.2,0.9,7,7200.0,No,3.0,4,3,4.0,4.0,3,14,Travel_Frequently,0
51,Male,Master,Operations,Mid,8.0,3.3,6,8700.0,Yes,3.0,3,1,4.0,1.0,3,3,Travel_Rarely,1
28,Male,Master,Sales,Senior,4.7,3.6,5,8800.0,Yes,4.0,2,2,1.0,1.0,3,12,Travel_Frequently,0
31,Male,Bachelor,Engineering,Senior,0.0,0.0,2,5600.0,No,1.0,3,4,1.0,4.0,2,17,Non-Travel,0
53,Male,High School,Operations,Lead,3.8,3.5,2,9300.0,No,2.0,4,3,4.0,4.0,4,17,Travel_Frequently,0
55,Female,Bachelor,Operations,Mid,0.4,0.3,4,8300.0,No,4.0,3,4,3.0,2.0,3,2,Travel_Rarely,1
49,Female,Bachelor,Marketing,Mid,6.1,4.1,7,6800.0,No,4.0,4,2,4.0,0.0,3,29,Non-Travel,0
36,Female,Bachelor,Marketing,Junior,19.1,10.2,2,,No,4.0,2,2,4.0,1.0,3,6,Travel_Rarely,1
51,Male,Master,Sales,Junior,3.0,3.0,3,7200.0,Yes,3.0,3,3,4.0,0.0,3,1,Travel_Rarely,0
58,Male,High School,HR,Junior,4.6,2.4,6,6700.0,No,3.0,3,3,3.0,4.0,3,23,Non-Travel,1
50,Male,Master,Engineering,Lead,1.1,0.9,4,10300.0,No,4.0,3,4,2.0,4.0,4,27,Travel_Frequently,0
43,Male,PhD,Sales,Senior,2.3,1.5,4,7800.0,No,2.0,3,3,3.0,1.0,3,12,Travel_Rarely,0
25,Male,Bachelor,Marketing,Senior,7.8,5.7,5,6500.0,Yes,3.0,3,3,4.0,2.0,4,4,Travel_Rarely,0
41,Female,Master,Sales,Senior,0.7,0.4,6,8200.0,No,3.0,4,3,3.0,6.0,3,23,Non-Travel,0
53,Female,Master,Engineering,Lead,1.2,1.2,3,10700.0,No,2.0,4,4,3.0,1.0,4,16,Travel_Rarely,0
57,Female,Master,Operations,Mid,2.4,1.7,6,9000.0,Yes,,1,4,3.0,2.0,3,20,Non-Travel,1
25,Female,Bachelor,Sales,Lead,5.0,4.8,2,7600.0,No,3.0,3,3,3.0,3.0,3,11,Travel_Rarely,0
48,Male,Master,Operations,Mid,1.9,0.6,5,6600.0,No,3.0,4,4,4.0,2.0,3,20,Travel_Rarely,1
38,Female,Master,Operations,Manager,10.5,7.4,3,11600.0,Yes,2.0,2,3,2.0,1.0,2,20,Travel_Rarely,1
33,Female,PhD,HR,Senior,0.4,0.3,5,8300.0,No,3.0,3,4,2.0,1.0,3,26,Travel_Rarely,1
43,Male,Master,Sales,Junior,1.9,1.6,6,6200.0,No,3.0,1,4,3.0,2.0,4,28,Non-Travel,0
38,Female,Bachelor,Engineering,Mid,4.9,4.6,1,8000.0,Yes,3.0,1,1,3.0,,3,10,Travel_Frequently,1
31,Male,Master,Engineering,Mid,1.0,0.3,6,6200.0,No,1.0,4,3,4.0,2.0,3,8,Non-Travel,0
22,Female,Bachelor,Engineering,Junior,4.3,1.3,2,3300.0,Yes,3.0,3,4,1.0,3.0,3,2,Non-Travel,1
43,Female,High School,Engineering,Senior,0.7,0.4,5,7400.0,Yes,1.0,3,3,4.0,3.0,3,8,Travel_Rarely,0
47,Male,Master,Operations,Mid,0.2,0.1,1,8100.0,Yes,1.0,2,4,4.0,0.0,4,26,Travel_Rarely,0
39,Female,Bachelor,Sales,Junior,0.5,0.5,2,6200.0,No,2.0,1,2,1.0,3.0,3,27,Travel_Frequently,1
35,Female,High School,Marketing,Manager,10.6,4.8,5,10400.0,No,3.0,4,3,4.0,1.0,3,1,Travel_Frequently,0
50,Female,Master,Sales,Senior,3.2,2.0,5,8900.0,No,1.0,3,4,3.0,0.0,3,29,Travel_Frequently,0
33,Male,Bachelor,Finance,Lead,6.4,2.2,6,8300.0,Yes,1.0,1,3,4.0,0.0,2,23,Travel_Rarely,1
57,Female,Master,Operations,Senior,1.6,1.1,7,9900.0,No,2.0,4,3,1.0,0.0,3,7,Non-Travel,0
56,Male,Bachelor,Engineering,Mid,3.6,2.0,5,8300.0,No,4.0,3,1,4.0,5.0,3,22,Travel_Rarely,0
33,Male,PhD,Sales,Mid,2.7,0.9,5,6800.0,No,4.0,3,1,3.0,2.0,4,14,Non-Travel,0
28,Male,PhD,Finance,Senior,11.7,6.3,4,8200.0,Yes,1.0,3,3,4.0,2.0,4,4,Non-Travel,0
50,Female,High School,Finance,Manager,5.5,3.2,7,11000.0,Yes,2.0,1,4,3.0,0.0,4,21,Non-Travel,1
32,Female,Master,Finance,Junior,5.2,5.2,5,6300.0,No,4.0,3,4,3.0,6.0,4,17,Non-Travel,0
54,Female,Master,Engineering,Lead,0.2,0.1,6,,Yes,1.0,3,3,2.0,3.0,2,2,Travel_Rarely,1
27,Female,PhD,Engineering,Manager,3.2,2.2,4,11400.0,Yes,1.0,2,4,2.0,5.0,2,26,Travel_Rarely,1
36,Male,Bachelor,Operations,Senior,2.5,2.5,4,7300.0,No,1.0,3,4,3.0,5.0,2,23,Travel_Rarely,0
53,Male,Master,Operations,Manager,10.5,9.0,1,12200.0,No,4.0,3,3,4.0,1.0,3,2,Travel_Frequently,0
32,Male,Master,Engineering,Mid,1.2,1.2,2,6500.0,No,3.0,3,4,2.0,1.0,3,8,Travel_Rarely,0
44,Male,Bachelor,Marketing,Manager,1.3,1.3,4,12600.0,Yes,2.0,2,3,4.0,2.0,3,7,Travel_Frequently,1
47,Male,Bachelor,Engineering,Senior,2.1,1.3,3,7600.0,No,1.0,4,3,4.0,4.0,3,26,Travel_Rarely,1
55,Male,High School,Engineering,Junior,1.1,0.9,4,5900.0,No,4.0,4,2,3.0,0.0,3,8,Non-Travel,1
55,Male,High School,Sales,Lead,0.6,0.2,3,8900.0,No,3.0,2,4,2.0,4.0,3,20,Non-Travel,0
50,Male,Bachelor,Engineering,Mid,7.8,4.7,7,6900.0,Yes,3.0,4,1,4.0,1.0,2,17,Travel_Rarely,0
25,Male,Bachelor,HR,Mid,3.3,2.9,1,5500.0,No,2.0,3,2,2.0,6.0,4,23,Travel_Frequently,1
38,Male,Bachelor,Sales,Mid,7.9,5.2,3,4400.0,No,3.0,3,3,2.0,2.0,4,17,Non-Travel,0
56,Female,High School,Engineering,Junior,7.1,5.6,1,5000.0,No,2.0,4,4,1.0,2.0,3,7,Travel_Frequently,1
34,Female,Bachelor,Marketing,Mid,1.3,1.1,1,5600.0,No,3.0,1,4,4.0,2.0,4,25,Travel_Rarely,0
36,Female,Master,Finance,Lead,3.2,1.5,1,10000.0,No,2.0,2,3,3.0,2.0,3,5,Non-Travel,0
50,Male,Bachelor,Finance,Junior,0.3,0.3,3,5800.0,Yes,1.0,2,3,2.0,2.0,3,15,Travel_Rarely,1
50,Male,Master,Operations,Junior,9.9,6.2,3,6300.0,Yes,3.0,3,4,2.0,0.0,2,2,Travel_Rarely,0
32,Female,Bachelor,Sales,Junior,2.1,0.9,1,5900.0,No,4.0,3,3,,5.0,3,11,Non-Travel,0
53,Male,PhD,HR,Mid,2.0,1.8,7,9900.0,No,3.0,3,3,1.0,4.0,3,17,Travel_Rarely,1
23,Male,Bachelor,Marketing,Senior,1.4,0.8,1,,No,1.0,2,3,4.0,6.0,2,24,Travel_Rarely,0
35,Male,Master,HR,Senior,2.5,2.1,7,8100.0,Yes,3.0,3,3,3.0,,4,13,Travel_Rarely,0
41,Male,Bachelor,Engineering,Manager,1.2,0.8,2,8400.0,No,3.0,1,4,3.0,1.0,4,4,Non-Travel,1
43,Male,Master,Sales,Senior,1.9,1.1,7,8200.0,Yes,3.0,3,4,2.0,1.0,2,24,Travel_Frequently,1
32,Male,High School,Operations,Junior,6.4,5.5,7,6100.0,No,3.0,2,3,,5.0,3,18,Non-Travel,1
48,Female,Bachelor,HR,Manager,7.2,5.1,7,11000.0,Yes,1.0,3,3,2.0,2.0,3,29,Non-Travel,1
24,Male,High School,Operations,Senior,1.5,0.9,1,4900.0,No,3.0,4,4,4.0,2.0,4,14,Travel_Rarely,0
38,Male,Master,Finance,Mid,2.5,0.9,5,6000.0,No,2.0,1,2,4.0,5.0,3,19,Travel_Frequently,0
49,Female,Bachelor,Finance,Senior,8.3,7.7,2,7000.0,No,4.0,4,2,2.0,2.0,3,3,Travel_Rarely,0
50,Male,Bachelor,Marketing,Manager,0.2,0.1,2,10500.0,No,3.0,4,2,,5.0,4,4,Travel_Rarely,0
42,Male,Bachelor,Finance,Senior,8.8,8.0,2,5900.0,Yes,3.0,4,4,4.0,6.0,3,25,Travel_Frequently,0
37,Female,Master,Engineering,Mid,1.0,0.6,5,7300.0,No,2.0,3,4,1.0,3.0,2,9,Travel_Rarely,1
58,Male,PhD,HR,Senior,4.5,3.4,2,10600.0,No,2.0,2,3,3.0,1.0,4,21,Non-Travel,0
41,Male,Bachelor,Marketing,Junior,3.5,3.3,2,5300.0,No,,2,3,3.0,2.0,3,23,Travel_Rarely,0
27,Male,Master,Engineering,Mid,3.2,1.3,3,8200.0,Yes,2.0,3,3,,4.0,2,14,Travel_Rarely,0
40,Male,PhD,Engineering,Mid,7.8,5.4,6,7900.0,No,4.0,3,1,3.0,3.0,3,29,Non-Travel,0
26,Male,High School,Sales,Junior,0.4,0.3,3,5300.0,Yes,3.0,3,2,3.0,0.0,2,25,Travel_Rarely,1
24,Female,Master,Operations,Junior,1.7,1.4,1,4600.0,No,2.0,3,3,3.0,6.0,4,17,Travel_Rarely,0
22,Male,High School,Sales,Junior,3.1,2.1,1,4300.0,Yes,2.0,1,4,,3.0,3,29,Non-Travel,0
59,Female,Master,Finance,Senior,6.7,4.9,7,9600.0,No,3.0,1,4,4.0,3.0,4,2,Non-Travel,0
36,Male,Bachelor,Engineering,Lead,1.0,0.8,4,7700.0,No,1.0,4,2,1.0,6.0,3,14,Travel_Rarely,0
55,Male,PhD,Engineering,Manager,6.5,5.8,6,13400.0,Yes,3.0,4,1,3.0,3.0,3,22,Travel_Frequently,1
56,Female,Master,Finance,Mid,2.0,1.7,5,7400.0,No,3.0,4,4,2.0,4.0,3,16,Non-Travel,1
46,Male,Master,Sales,Senior,0.8,0.4,3,8400.0,No,2.0,2,1,4.0,6.0,4,19,Travel_Rarely,0
45,Male,Master,Finance,Manager,5.7,5.7,1,11500.0,Yes,3.0,4,3,2.0,1.0,2,16,Travel_Rarely,1
33,Male,PhD,Marketing,Junior,0.4,0.2,5,6000.0,Yes,3.0,2,1,4.0,6.0,3,11,Travel_Rarely,1
39,Male,PhD,Marketing,Senior,2.9,0.9,2,9700.0,No,4.0,3,3,3.0,2.0,2,28,Travel_Frequently,0
36,Male,Bachelor,Sales,Senior,0.3,0.2,5,7600.0,No,3.0,1,3,4.0,4.0,4,27,Travel_Rarely,0
37,Female,Bachelor,Operations,Junior,1.8,0.7,3,,No,3.0,3,2,3.0,4.0,4,14,Travel_Rarely,1
48,Male,Master,Finance,Lead,3.7,1.4,6,10100.0,No,2.0,4,3,3.0,6.0,3,7,Travel_Frequently,1
29,Male,Master,Operations,Lead,3.2,1.6,4,8200.0,No,,4,3,4.0,5.0,3,5,Non-Travel,0
46,Male,Bachelor,HR,Junior,2.1,0.7,7,4800.0,Yes,1.0,3,2,3.0,2.0,2,26,Non-Travel,0
38,Female,PhD,HR,Junior,2.2,1.7,3,7100.0,No,3.0,4,3,4.0,5.0,2,8,Travel_Rarely,0
50,Male,Master,Operations,Junior,1.0,0.4,7,7600.0,No,2.0,3,4,1.0,,3,29,Travel_Rarely,0
29,Female,Bachelor,Operations,Mid,2.4,1.1,6,5600.0,No,3.0,3,2,3.0,6.0,3,17,Non-Travel,0
36,Female,Bachelor,Engineering,Mid,12.3,4.5,1,5600.0,No,2.0,3,2,4.0,3.0,4,25,Travel_Rarely,0
48,Female,Bachelor,Engineering,Mid,7.6,2.6,7,6900.0,No,3.0,1,1,4.0,5.0,3,14,Travel_Rarely,0
28,Male,High School,Engineering,Junior,0.6,0.3,1,3700.0,Yes,3.0,4,3,4.0,0.0,2,27,Travel_Frequently,1
24,Male,Bachelor,Engineering,Lead,0.1,0.1,5,6700.0,No,3.0,4,4,3.0,3.0,4,10,Non-Travel,0
50,Female,Bachelor,Engineering,Mid,10.8,10.5,3,6400.0,No,4.0,2,2,4.0,3.0,4,22,Travel_Rarely,0
45,Female,Master,Engineering,Junior,3.0,2.7,1,6100.0,No,,1,3,2.0,5.0,3,12,Non-Travel,1
24,Female,Bachelor,Operations,Mid,3.1,2.8,2,4400.0,Yes,2.0,2,2,2.0,5.0,3,5,Travel_Rarely,1
41,Male,Bachelor,Sales,Mid,6.1,2.6,2,7000.0,No,3.0,4,3,1.0,1.0,2,8,Travel_Rarely,0
36,Male,Bachelor,Finance,Mid,1.5,0.7,4,7800.0,No,3.0,2,1,4.0,3.0,3,28,Travel_Frequently,0
46,Male,Master,Sales,Junior,2.6,0.9,5,5600.0,Yes,3.0,2,4,2.0,0.0,3,12,Non-Travel,1
51,Female,Master,Engineering,Junior,13.9,11.7,1,6700.0,Yes,4.0,1,3,4.0,4.0,4,4,Travel_Rarely,0
35,Male,Bachelor,Sales,Lead,4.5,1.6,4,8400.0,No,2.0,2,3,1.0,6.0,3,28,Non-Travel,0
28,Male,Bachelor,Engineering,Manager,0.7,0.5,2,8500.0,Yes,4.0,3,4,2.0,5.0,4,13,Travel_Rarely,0
38,Female,High School,Marketing,Mid,0.6,0.3,4,5400.0,No,2.0,4,2,3.0,3.0,2,25,Travel_Frequently,0
41,Male,Bachelor,Operations,Mid,0.9,0.4,4,6100.0,No,3.0,2,1,3.0,4.0,3,21,Travel_Frequently,0
57,Female,Bachelor,Engineering,Senior,5.8,5.8,1,8500.0,No,2.0,2,4,2.0,5.0,3,17,Travel_Rarely,0
30,Male,Bachelor,Engineering,Senior,1.4,1.2,1,6200.0,No,,4,3,3.0,1.0,4,24,Travel_Frequently,0
59,Male,Master,HR,Mid,0.1,0.1,1,7700.0,No,4.0,4,4,1.0,6.0,3,25,Non-Travel,0
43,Male,PhD,Operations,Lead,11.5,8.1,5,11400.0,No,3.0,2,3,3.0,5.0,3,21,Non-Travel,0
23,Female,Bachelor,Marketing,Mid,0.7,0.6,7,5700.0,No,,1,4,1.0,0.0,2,29,Travel_Frequently,1
45,Male,Master,HR,Mid,0.0,0.0,4,8000.0,No,,4,4,3.0,2.0,3,5,Non-Travel,0
29,Male,Bachelor,Finance,Senior,1.1,1.1,4,,No,3.0,3,2,2.0,2.0,3,6,Non-Travel,0
32,Female,Bachelor,Marketing,Manager,1.1,0.5,5,9600.0,No,3.0,4,4,3.0,5.0,3,9,Travel_Rarely,0
34,Male,PhD,Sales,Senior,2.2,1.6,2,10200.0,No,1.0,3,2,2.0,1.0,2,5,Travel_Rarely,0
